"cast","slova"
"anamnesis",122
"anamnesis",177
"anamnesis",73
"anamnesis",97
"anamnesis",98
"anamnesis",36
"anamnesis",123
"anamnesis",117
"anamnesis",51
"anamnesis",135
"anamnesis",41
"anamnesis",102
"anamnesis",62
"anamnesis",21
"anamnesis",99
"anamnesis",57
"anamnesis",139
"anamnesis",172
"anamnesis",36
"anamnesis",88
"anamnesis",63
"anamnesis",98
"anamnesis",114
"anamnesis",68
"anamnesis",262
"anamnesis",111
"anamnesis",211
"anamnesis",88
"anamnesis",53
"anamnesis",37
"anamnesis",46
"anamnesis",208
"anamnesis",143
"anamnesis",38
"anamnesis",36
"anamnesis",49
"anamnesis",83
"anamnesis",44
"anamnesis",191
"anamnesis",77
"anamnesis",59
"anamnesis",49
"anamnesis",117
"anamnesis",45
"anamnesis",130
"anamnesis",110
"anamnesis",27
"anamnesis",122
"anamnesis",48
"anamnesis",156
"anamnesis",64
"anamnesis",58
"anamnesis",36
"anamnesis",93
"anamnesis",103
"anamnesis",156
"anamnesis",39
"anamnesis",100
"anamnesis",144
"anamnesis",58
"anamnesis",113
"anamnesis",145
"anamnesis",110
"anamnesis",128
"anamnesis",184
"anamnesis",97
"anamnesis",49
"anamnesis",77
"anamnesis",143
"anamnesis",62
"anamnesis",138
"anamnesis",57
"anamnesis",56
"anamnesis",110
"anamnesis",58
"anamnesis",106
"anamnesis",118
"anamnesis",63
"anamnesis",82
"anamnesis",127
"anamnesis",232
"anamnesis",62
"anamnesis",254
"anamnesis",88
"anamnesis",111
"anamnesis",88
"anamnesis",241
"anamnesis",259
"anamnesis",42
"anamnesis",139
"anamnesis",70
"anamnesis",51
"anamnesis",151
"anamnesis",58
"anamnesis",276
"anamnesis",31
"anamnesis",106
"anamnesis",385
"anamnesis",61
"anamnesis",80
"anamnesis",201
"anamnesis",74
"anamnesis",74
"anamnesis",113
"anamnesis",68
"anamnesis",188
"anamnesis",116
"anamnesis",95
"anamnesis",52
"anamnesis",155
"anamnesis",89
"anamnesis",41
"anamnesis",86
"anamnesis",23
"anamnesis",395
"anamnesis",190
"anamnesis",94
"anamnesis",77
"anamnesis",60
"anamnesis",238
"anamnesis",551
"anamnesis",87
"anamnesis",81
"anamnesis",63
"anamnesis",69
"anamnesis",153
"anamnesis",265
"anamnesis",161
"anamnesis",144
"anamnesis",46
"anamnesis",94
"anamnesis",72
"anamnesis",580
"anamnesis",101
"anamnesis",51
"anamnesis",61
"anamnesis",174
"anamnesis",81
"anamnesis",79
"anamnesis",56
"anamnesis",237
"anamnesis",254
"anamnesis",174
"anamnesis",210
"anamnesis",176
"anamnesis",29
"anamnesis",464
"anamnesis",348
"anamnesis",25
"anamnesis",124
"anamnesis",92
"anamnesis",44
"anamnesis",86
"anamnesis",34
"anamnesis",127
"anamnesis",61
"anamnesis",110
"anamnesis",34
"anamnesis",38
"anamnesis",59
"anamnesis",44
"anamnesis",57
"anamnesis",39
"anamnesis",230
"anamnesis",246
"anamnesis",72
"anamnesis",23
"anamnesis",201
"anamnesis",54
"anamnesis",75
"anamnesis",255
"anamnesis",85
"anamnesis",58
"anamnesis",93
"anamnesis",59
"anamnesis",117
"anamnesis",233
"anamnesis",104
"anamnesis",44
"anamnesis",52
"anamnesis",90
"anamnesis",101
"anamnesis",56
"anamnesis",345
"anamnesis",93
"anamnesis",58
"anamnesis",92
"anamnesis",271
"anamnesis",45
"anamnesis",156
"anamnesis",141
"anamnesis",132
"anamnesis",137
"anamnesis",202
"anamnesis",323
"anamnesis",53
"anamnesis",234
"anamnesis",22
"anamnesis",109
"anamnesis",186
"anamnesis",160
"anamnesis",161
"anamnesis",163
"anamnesis",163
"anamnesis",175
"anamnesis",371
"anamnesis",99
"anamnesis",83
"anamnesis",115
"anamnesis",35
"anamnesis",32
"anamnesis",113
"anamnesis",33
"anamnesis",123
"anamnesis",41
"anamnesis",98
"anamnesis",53
"anamnesis",348
"anamnesis",242
"anamnesis",243
"anamnesis",98
"anamnesis",77
"anamnesis",89
"anamnesis",93
"anamnesis",52
"anamnesis",77
"anamnesis",188
"anamnesis",77
"anamnesis",76
"anamnesis",125
"anamnesis",35
"anamnesis",89
"anamnesis",72
"anamnesis",279
"anamnesis",68
"anamnesis",66
"anamnesis",248
"anamnesis",275
"anamnesis",41
"anamnesis",104
"anamnesis",104
"anamnesis",24
"anamnesis",70
"anamnesis",72
"anamnesis",109
"anamnesis",49
"anamnesis",112
"anamnesis",31
"anamnesis",52
"anamnesis",79
"anamnesis",84
"anamnesis",191
"anamnesis",37
"anamnesis",347
"anamnesis",177
"anamnesis",61
"anamnesis",66
"anamnesis",135
"anamnesis",25
"anamnesis",58
"anamnesis",44
"anamnesis",74
"anamnesis",115
"anamnesis",71
"anamnesis",97
"anamnesis",101
"anamnesis",41
"anamnesis",27
"anamnesis",34
"anamnesis",175
"anamnesis",242
"anamnesis",56
"anamnesis",153
"anamnesis",55
"anamnesis",63
"anamnesis",116
"anamnesis",67
"anamnesis",79
"anamnesis",117
"anamnesis",57
"anamnesis",202
"anamnesis",113
"anamnesis",171
"anamnesis",67
"anamnesis",118
"anamnesis",94
"anamnesis",70
"anamnesis",113
"anamnesis",32
"anamnesis",94
"anamnesis",191
"anamnesis",188
"anamnesis",82
"anamnesis",82
"anamnesis",102
"anamnesis",134
"anamnesis",212
"anamnesis",16
"anamnesis",29
"anamnesis",72
"anamnesis",50
"anamnesis",27
"anamnesis",80
"anamnesis",50
"anamnesis",108
"anamnesis",69
"anamnesis",140
"anamnesis",47
"anamnesis",76
"anamnesis",50
"anamnesis",50
"anamnesis",53
"anamnesis",69
"anamnesis",221
"anamnesis",251
"anamnesis",190
"anamnesis",121
"anamnesis",105
"anamnesis",79
"anamnesis",109
"anamnesis",94
"anamnesis",79
"anamnesis",80
"anamnesis",61
"anamnesis",64
"anamnesis",104
"anamnesis",65
"anamnesis",84
"anamnesis",113
"anamnesis",47
"anamnesis",189
"anamnesis",95
"anamnesis",142
"anamnesis",280
"anamnesis",27
"anamnesis",45
"anamnesis",97
"anamnesis",114
"anamnesis",90
"anamnesis",47
"anamnesis",71
"anamnesis",74
"anamnesis",245
"anamnesis",62
"anamnesis",96
"anamnesis",76
"anamnesis",81
"anamnesis",160
"anamnesis",91
"anamnesis",145
"anamnesis",95
"anamnesis",167
"anamnesis",110
"anamnesis",100
"anamnesis",218
"anamnesis",139
"anamnesis",261
"anamnesis",204
"anamnesis",74
"anamnesis",114
"anamnesis",63
"anamnesis",130
"anamnesis",125
"anamnesis",58
"anamnesis",88
"anamnesis",72
"anamnesis",55
"anamnesis",48
"anamnesis",65
"anamnesis",88
"anamnesis",85
"anamnesis",116
"anamnesis",89
"anamnesis",107
"anamnesis",186
"anamnesis",49
"anamnesis",154
"anamnesis",302
"anamnesis",225
"anamnesis",75
"anamnesis",110
"anamnesis",65
"anamnesis",194
"anamnesis",374
"anamnesis",76
"anamnesis",132
"anamnesis",114
"anamnesis",121
"anamnesis",44
"anamnesis",50
"anamnesis",128
"anamnesis",352
"anamnesis",327
"anamnesis",71
"anamnesis",56
"anamnesis",78
"anamnesis",163
"anamnesis",165
"anamnesis",96
"anamnesis",79
"anamnesis",110
"anamnesis",16
"anamnesis",109
"anamnesis",59
"anamnesis",266
"anamnesis",141
"anamnesis",18
"anamnesis",84
"anamnesis",13
"anamnesis",98
"anamnesis",152
"anamnesis",218
"anamnesis",141
"anamnesis",141
"anamnesis",20
"anamnesis",113
"anamnesis",60
"anamnesis",118
"anamnesis",107
"anamnesis",171
"anamnesis",180
"anamnesis",286
"anamnesis",89
"anamnesis",93
"anamnesis",21
"anamnesis",49
"anamnesis",59
"anamnesis",104
"anamnesis",175
"anamnesis",96
"anamnesis",43
"anamnesis",62
"anamnesis",96
"anamnesis",30
"anamnesis",92
"anamnesis",165
"anamnesis",174
"anamnesis",31
"anamnesis",140
"anamnesis",24
"anamnesis",77
"anamnesis",66
"anamnesis",68
"anamnesis",77
"anamnesis",79
"anamnesis",39
"anamnesis",138
"anamnesis",40
"anamnesis",55
"anamnesis",60
"anamnesis",109
"anamnesis",136
"anamnesis",70
"anamnesis",102
"anamnesis",90
"anamnesis",90
"anamnesis",109
"anamnesis",114
"anamnesis",187
"anamnesis",16
"anamnesis",298
"anamnesis",38
"anamnesis",76
"anamnesis",28
"anamnesis",135
"anamnesis",36
"anamnesis",58
"anamnesis",61
"anamnesis",79
"anamnesis",138
"anamnesis",178
"anamnesis",95
"anamnesis",90
"anamnesis",161
"anamnesis",109
"anamnesis",136
"anamnesis",62
"anamnesis",107
"anamnesis",54
"anamnesis",47
"anamnesis",104
"anamnesis",89
"anamnesis",92
"anamnesis",81
"anamnesis",73
"anamnesis",71
"anamnesis",91
"anamnesis",99
"anamnesis",86
"anamnesis",35
"anamnesis",78
"anamnesis",230
"anamnesis",101
"anamnesis",87
"anamnesis",71
"anamnesis",112
"anamnesis",87
"anamnesis",112
"anamnesis",54
"anamnesis",62
"anamnesis",73
"anamnesis",44
"anamnesis",106
"anamnesis",64
"anamnesis",66
"anamnesis",61
"anamnesis",78
"anamnesis",149
"anamnesis",113
"anamnesis",181
"anamnesis",140
"anamnesis",113
"anamnesis",42
"anamnesis",64
"anamnesis",90
"anamnesis",113
"anamnesis",113
"anamnesis",94
"anamnesis",357
"anamnesis",63
"anamnesis",56
"anamnesis",183
"anamnesis",133
"anamnesis",61
"anamnesis",167
"anamnesis",99
"anamnesis",137
"anamnesis",62
"anamnesis",100
"anamnesis",117
"anamnesis",138
"anamnesis",91
"anamnesis",110
"anamnesis",48
"anamnesis",46
"anamnesis",122
"anamnesis",33
"anamnesis",125
"anamnesis",48
"anamnesis",64
"anamnesis",42
"anamnesis",73
"anamnesis",54
"solution",170
"solution",151
"solution",76
"solution",189
"solution",112
"solution",95
"solution",72
"solution",72
"solution",68
"solution",72
"solution",69
"solution",84
"solution",100
"solution",60
"solution",124
"solution",72
"solution",122
"solution",115
"solution",81
"solution",136
"solution",161
"solution",101
"solution",98
"solution",141
"solution",103
"solution",140
"solution",130
"solution",113
"solution",139
"solution",97
"solution",145
"solution",108
"solution",151
"solution",160
"solution",92
"solution",88
"solution",74
"solution",314
"solution",122
"solution",204
"solution",106
"solution",104
"solution",130
"solution",105
"solution",90
"solution",66
"solution",78
"solution",123
"solution",126
"solution",104
"solution",107
"solution",88
"solution",86
"solution",130
"solution",76
"solution",95
"solution",89
"solution",135
"solution",125
"solution",160
"solution",134
"solution",140
"solution",82
"solution",196
"solution",314
"solution",123
"solution",84
"solution",102
"solution",83
"solution",130
"solution",75
"solution",79
"solution",101
"solution",71
"solution",74
"solution",199
"solution",188
"solution",110
"solution",97
"solution",579
"solution",70
"solution",113
"solution",189
"solution",55
"solution",123
"solution",72
"solution",92
"solution",140
"solution",109
"solution",167
"solution",402
"solution",59
"solution",65
"solution",76
"solution",117
"solution",70
"solution",72
"solution",91
"solution",147
"solution",84
"solution",62
"solution",117
"solution",159
"solution",89
"solution",237
"solution",66
"solution",85
"solution",172
"solution",79
"solution",62
"solution",115
"solution",81
"solution",65
"solution",83
"solution",110
"solution",180
"solution",255
"solution",113
"solution",91
"solution",316
"solution",184
"solution",115
"solution",121
"solution",151
"solution",141
"solution",103
"solution",144
"solution",79
"solution",97
"solution",116
"solution",236
"solution",112
"solution",60
"solution",149
"solution",95
"solution",191
"solution",102
"solution",147
"solution",315
"solution",139
"solution",67
"solution",66
"solution",67
"solution",80
"solution",151
"solution",102
"solution",97
"solution",119
"solution",177
"solution",148
"solution",358
"solution",54
"solution",64
"solution",97
"solution",73
"solution",171
"solution",98
"solution",87
"solution",157
"solution",137
"solution",70
"solution",102
"solution",86
"solution",170
"solution",99
"solution",149
"solution",81
"solution",92
"solution",75
"solution",80
"solution",132
"solution",139
"solution",64
"solution",79
"solution",150
"solution",77
"solution",177
"solution",107
"solution",185
"solution",66
"solution",171
"solution",132
"solution",92
"solution",76
"solution",97
"solution",61
"solution",141
"solution",130
"solution",132
"solution",86
"solution",76
"solution",151
"solution",117
"solution",119
"solution",84
"solution",129
"solution",93
"solution",112
"solution",85
"solution",225
"solution",98
"solution",107
"solution",215
"solution",128
"solution",65
"solution",86
"solution",77
"solution",71
"solution",206
"solution",60
"solution",80
"solution",75
"solution",105
"solution",149
"solution",100
"solution",303
"solution",66
"solution",110
"solution",118
"solution",83
"solution",67
"solution",108
"solution",67
"solution",177
"solution",74
"solution",82
"solution",79
"solution",70
"solution",91
"solution",87
"solution",218
"solution",117
"solution",112
"solution",93
"solution",82
"solution",133
"solution",110
"solution",91
"solution",83
"solution",113
"solution",66
"solution",113
"solution",131
"solution",58
"solution",72
"solution",123
"solution",71
"solution",96
"solution",77
"solution",86
"solution",228
"solution",180
"solution",68
"solution",107
"solution",85
"solution",100
"solution",143
"solution",151
"solution",62
"solution",101
"solution",116
"solution",64
"solution",76
"solution",91
"solution",236
"solution",89
"solution",67
"solution",74
"solution",123
"solution",84
"solution",66
"solution",122
"solution",161
"solution",76
"solution",88
"solution",469
"solution",268
"solution",98
"solution",229
"solution",76
"solution",206
"solution",81
"solution",101
"solution",115
"solution",87
"solution",102
"solution",175
"solution",149
"solution",72
"solution",109
"solution",74
"solution",85
"solution",90
"solution",80
"solution",97
"solution",210
"solution",101
"solution",177
"solution",97
"solution",146
"solution",156
"solution",118
"solution",74
"solution",85
"solution",260
"solution",104
"solution",69
"solution",73
"solution",82
"solution",117
"solution",179
"solution",69
"solution",98
"solution",109
"solution",68
"solution",268
"solution",72
"solution",97
"solution",114
"solution",63
"solution",163
"solution",105
"solution",50
"solution",135
"solution",183
"solution",72
"solution",61
"solution",82
"solution",107
"solution",92
"solution",134
"solution",69
"solution",96
"solution",508
"solution",171
"solution",179
"solution",97
"solution",57
"solution",102
"solution",92
"solution",127
"solution",264
"solution",82
"solution",96
"solution",87
"solution",421
"solution",117
"solution",83
"solution",100
"solution",102
"solution",193
"solution",83
"solution",104
"solution",188
"solution",108
"solution",168
"solution",103
"solution",101
"solution",85
"solution",102
"solution",59
"solution",72
"solution",64
"solution",130
"solution",114
"solution",77
"solution",82
"solution",83
"solution",168
"solution",194
"solution",187
"solution",178
"solution",137
"solution",77
"solution",78
"solution",80
"solution",82
"solution",128
"solution",177
"solution",252
"solution",91
"solution",64
"solution",157
"solution",262
"solution",77
"solution",176
"solution",67
"solution",152
"solution",95
"solution",155
"solution",68
"solution",124
"solution",80
"solution",211
"solution",163
"solution",128
"solution",159
"solution",147
"solution",152
"solution",162
"solution",119
"solution",218
"solution",172
"solution",91
"solution",86
"solution",106
"solution",171
"solution",81
"solution",115
"solution",167
"solution",82
"solution",158
"solution",72
"solution",170
"solution",112
"solution",97
"solution",122
"solution",95
"solution",269
"solution",222
"solution",226
"solution",173
"solution",98
"solution",71
"solution",109
"solution",123
"solution",134
"solution",165
"solution",120
"solution",157
"solution",134
"solution",94
"solution",151
"solution",133
"solution",87
"solution",87
"solution",129
"solution",70
"solution",97
"solution",68
"solution",133
"solution",138
"solution",234
"solution",103
"solution",91
"solution",67
"solution",148
"solution",74
"solution",74
"solution",78
"solution",82
"solution",296
"solution",70
"solution",115
"solution",74
"solution",77
"solution",62
"solution",118
"solution",77
"solution",161
"solution",91
"solution",92
"solution",154
"solution",175
"solution",85
"solution",136
"solution",175
"solution",95
"solution",71
"solution",62
"solution",265
"solution",67
"solution",89
"solution",164
"solution",91
"solution",119
"solution",112
"solution",71
"solution",110
"solution",126
"solution",105
"solution",131
"solution",201
"solution",119
"solution",82
"solution",178
"solution",169
"solution",152
"solution",135
"solution",95
"solution",68
"solution",161
"solution",103
"solution",71
"solution",193
"solution",143
"solution",102
"solution",272
"solution",278
"solution",161
"solution",90
"solution",288
"solution",174
"solution",75
"solution",89
"solution",85
"solution",71
"solution",80
"solution",119
"solution",120
"solution",346
"solution",63
"solution",71
"solution",107
"solution",292
"solution",152
"solution",238
"solution",203
"solution",94
"solution",157
"solution",81
"solution",61
"solution",117
"solution",145
"solution",133
"solution",73
"solution",96
"solution",84
"solution",64
"solution",75
"solution",83
"solution",68
"solution",65
"solution",96
"solution",149
"solution",78
"solution",167
"solution",106
"solution",116
"solution",130
"solution",172
"solution",116
"solution",119
"solution",76
"solution",117
"solution",88
"solution",60
"solution",97
"solution",119
"solution",136
"solution",169
"solution",184
"solution",205
"solution",80
"solution",118
"solution",75
"solution",178
"solution",130
"solution",85
"solution",75
"solution",117
"solution",109
"solution",132
"solution",134
"solution",173
"solution",146
"solution",95
"solution",378
"solution",121
"solution",83
"solution",158
"solution",105
"solution",141
"solution",155
"solution",67
"solution",160
"solution",117
"solution",113
"solution",245
"solution",107
"solution",137
"solution",107
"solution",80
"solution",189
"solution",223
"solution",73
"solution",195
"solution",74
"solution",95
"solution",103
"solution",78
"solution",151
"solution",105
"solution",80
"solution",119
"solution",107
"solution",147
"solution",152
"solution",99
"solution",188
"solution",75
"solution",64
"solution",136
"solution",108
"solution",133
"solution",105
"solution",70
"solution",103
"solution",77
"solution",118
"solution",94
"solution",69
"solution",77
"solution",70
"solution",103
"solution",155
"solution",80
"solution",117
"solution",129
"solution",94
"solution",78
"solution",144
"solution",78
"solution",153
"solution",79
"solution",73
"solution",99
"solution",73
"solution",111
"solution",90
"solution",83
"solution",213
"solution",160
"solution",95
"solution",69
"solution",180
"solution",88
"solution",115
"solution",126
"solution",221
"solution",113
"solution",71
"solution",76
"solution",146
"solution",157
"solution",76
"solution",142
"solution",95
"solution",101
"solution",79
"solution",73
"solution",67
"solution",138
"solution",155
"solution",79
"solution",68
"solution",102
"solution",86
"solution",82
"solution",207
"solution",71
"solution",196
"solution",168
"solution",124
"solution",86
"solution",138
"solution",220
"solution",76
"solution",67
"solution",194
"solution",99
"solution",160
"solution",69
"solution",126
"solution",132
"solution",165
"solution",63
"solution",72
"solution",69
"solution",66
"solution",122
"solution",46
"solution",167
"solution",90
"solution",178
"solution",74
"solution",92
"solution",125
"solution",74
"solution",236
"solution",232
"solution",152
"solution",124
"solution",90
"solution",113
"solution",119
"solution",106
"solution",86
"solution",72
"solution",128
"solution",71
"solution",101
"solution",239
"solution",70
"solution",88
"solution",594
"solution",85
"solution",278
"solution",101
"solution",177
"solution",115
"solution",69
"solution",77
"solution",108
"solution",289
"solution",268
"solution",153
"solution",65
"solution",65
"solution",115
"solution",127
"solution",79
"solution",97
"solution",99
"solution",178
"solution",163
"solution",89
"solution",139
"solution",58
"solution",146
"solution",415
"solution",57
"solution",189
"solution",67
"solution",96
"solution",149
"solution",80
"solution",295
"solution",64
"solution",164
"solution",155
"solution",78
"solution",116
"solution",98
"solution",135
"solution",78
"solution",140
"solution",89
"solution",108
"solution",145
"solution",104
"solution",130
"solution",125
"solution",196
"solution",208
"solution",191
"solution",229
"solution",301
"solution",73
"solution",84
"solution",88
"solution",80
"solution",251
"solution",174
"solution",203
"solution",81
"solution",127
"solution",156
"solution",68
"solution",77
"solution",101
"solution",84
"solution",98
"solution",91
"solution",134
"solution",72
"solution",75
"solution",82
"solution",87
"solution",127
"solution",190
"solution",143
"solution",70
"solution",96
"solution",144
"solution",58
"solution",67
"solution",66
"solution",70
"solution",127
"solution",102
"solution",259
"solution",189
"solution",75
"solution",68
"solution",281
"solution",64
"solution",180
"solution",229
"solution",106
"solution",263
"solution",134
"solution",66
"solution",119
"solution",229
"solution",122
"solution",72
"solution",88
"solution",115
"solution",204
"solution",56
"solution",197
"solution",91
"solution",272
"solution",135
"solution",277
"solution",99
"solution",202
"solution",91
"solution",98
"solution",278
"solution",134
"solution",527
"solution",64
"solution",71
"solution",124
"solution",84
"solution",148
"solution",449
"solution",154
"solution",102
"solution",93
"solution",96
"solution",71
"solution",90
"solution",122
"solution",104
"solution",176
"solution",68
"solution",133
"solution",164
"solution",109
"solution",101
"solution",207
"solution",79
"solution",68
"solution",88
"solution",69
"solution",120
"solution",112
"solution",194
"solution",111
"solution",217
"solution",86
"solution",79
"solution",57
"solution",84
"solution",73
"solution",62
"solution",205
"solution",176
"solution",86
"solution",70
"solution",90
"solution",78
"solution",111
"solution",109
"solution",288
"solution",445
"solution",118
"solution",266
"solution",104
"solution",80
"solution",160
"solution",109
"solution",134
"solution",75
"solution",337
"solution",72
"solution",85
"solution",79
"solution",87
"solution",65
"solution",85
"solution",274
"solution",78
"solution",93
"solution",96
"solution",145
"solution",246
"solution",67
"solution",74
"solution",85
"solution",86
"solution",67
"solution",56
"solution",108
"solution",253
"solution",117
"solution",89
"solution",190
"solution",92
"solution",197
"solution",106
"solution",209
"solution",100
"solution",65
"solution",81
"solution",100
"solution",74
"solution",143
"solution",72
"solution",106
"solution",65
"solution",216
"solution",84
"solution",137
"solution",303
"solution",60
"solution",183
"solution",78
"solution",67
"solution",79
"solution",86
"solution",198
"solution",173
"solution",65
"solution",70
"solution",307
"solution",151
"solution",84
"solution",120
"solution",114
"solution",78
"solution",95
"solution",153
"solution",141
"solution",108
"solution",373
"solution",77
"solution",75
"solution",139
"solution",93
"solution",128
"solution",88
"solution",74
"solution",71
"solution",88
"solution",157
"solution",96
"solution",207
"solution",121
"solution",71
"solution",94
"solution",78
"solution",116
"solution",246
"solution",168
"solution",174
"solution",78
"solution",70
"solution",79
"solution",101
"solution",451
"solution",123
"solution",70
"solution",201
"solution",238
"solution",350
"solution",104
"solution",183
"solution",252
"solution",251
"solution",72
"solution",72
"solution",82
"solution",104
"solution",209
"solution",142
"solution",102
"solution",68
"solution",93
"solution",139
"solution",155
"solution",103
"solution",79
"solution",66
"solution",86
"solution",94
"solution",86
"solution",86
"solution",72
"solution",102
"solution",130
"solution",119
"solution",67
"solution",84
"solution",76
"solution",95
"solution",180
"solution",140
"solution",82
"solution",68
"solution",66
"solution",164
"solution",61
"solution",66
"solution",107
"solution",200
"solution",111
"solution",70
"solution",492
"solution",93
"solution",218
"solution",219
"solution",82
"solution",353
"solution",174
"solution",160
"solution",67
"solution",98
"solution",155
"solution",72
"solution",248
"solution",97
"solution",98
"solution",98
"solution",66
"solution",76
"solution",215
"solution",214
"solution",71
"solution",141
"solution",80
"solution",78
"solution",80
"solution",69
"solution",66
"solution",87
"solution",93
"solution",167
"solution",218
"solution",114
"solution",68
"solution",130
"solution",103
"solution",63
"solution",186
"solution",79
"solution",260
"solution",71
"solution",108
"solution",122
"solution",178
"solution",59
"solution",90
"solution",91
"solution",169
"solution",442
"solution",83
"solution",77
"solution",89
"solution",66
"solution",90
"solution",79
"solution",170
"solution",282
"solution",138
"solution",103
"solution",77
"solution",74
"solution",112
"solution",70
"solution",81
"solution",84
"solution",120
"solution",85
"solution",119
"solution",72
"solution",137
"solution",183
"solution",86
"solution",161
"solution",76
"solution",79
"solution",94
"solution",113
"solution",101
"solution",81
"solution",140
"solution",76
"solution",92
"solution",130
"solution",102
"solution",80
"solution",87
"solution",84
"solution",76
"solution",190
"solution",123
"solution",158
"solution",93
"solution",154
"solution",82
"solution",108
"solution",113
"solution",63
"solution",221
"solution",159
"solution",90
"solution",75
"solution",103
"solution",122
"solution",74
"solution",67
"solution",66
"solution",67
"solution",183
"solution",86
"solution",105
"solution",146
"solution",140
"solution",119
"solution",88
"solution",74
"solution",77
"solution",106
"solution",120
"solution",162
"solution",85
"solution",106
"solution",94
"solution",89
"solution",84
"solution",78
"solution",75
"solution",66
"solution",89
"solution",75
"solution",82
"solution",164
"solution",120
"solution",170
"solution",139
"solution",70
"solution",67
"solution",63
"solution",87
"solution",76
"solution",66
"solution",114
"solution",178
"solution",71
"solution",73
"solution",99
"solution",92
"solution",71
"solution",100
"solution",74
"solution",189
"solution",73
"solution",68
"solution",79
"solution",196
"solution",73
"solution",65
"solution",64
"solution",101
"solution",67
"solution",254
"solution",115
"solution",155
"solution",215
"solution",100
"solution",87
"solution",154
"solution",69
"solution",122
"solution",189
"solution",158
"solution",157
"solution",139
"solution",97
"solution",234
"solution",141
"solution",271
"solution",144
"solution",112
"solution",80
"solution",204
"solution",65
"solution",195
"solution",179
"solution",88
"solution",103
"solution",227
"solution",107
"solution",113
"solution",105
"solution",131
"solution",112
"solution",72
"solution",159
"solution",183
"solution",214
"solution",81
"solution",139
"solution",190
"solution",86
"solution",88
"solution",162
"solution",162
"solution",115
"solution",68
"solution",240
"solution",63
"solution",90
"solution",306
"solution",72
"solution",86
"solution",71
"solution",73
"solution",94
"solution",91
"solution",125
"solution",74
"solution",76
"solution",125
"solution",124
"solution",134
"solution",115
"solution",71
"solution",102
"solution",63
"solution",75
"solution",108
"solution",109
"solution",84
"solution",71
"solution",121
"solution",552
"solution",130
"solution",143
"solution",90
"solution",290
"solution",166
"solution",176
"solution",323
"solution",127
"solution",287
"solution",379
"solution",480
"solution",72
"solution",68
"solution",72
"solution",66
"solution",131
"solution",396
"solution",84
"solution",66
"solution",146
"solution",118
"solution",261
"solution",169
"solution",102
"solution",140
"solution",70
"solution",218
"solution",122
"solution",147
"solution",242
"solution",260
"solution",63
"solution",249
"solution",119
"solution",390
"solution",105
"solution",245
"solution",98
"solution",135
"solution",70
"solution",66
"solution",99
"solution",152
"solution",218
"solution",93
"solution",122
"solution",83
"solution",213
"solution",69
"solution",183
"solution",60
"solution",65
"solution",84
"solution",90
"solution",67
"solution",127
"solution",187
"solution",86
"solution",90
"solution",230
"solution",102
"solution",239
"solution",154
"solution",126
"solution",184
"solution",386
"solution",152
"solution",190
"solution",178
"solution",99
"solution",456
"solution",95
"solution",131
"solution",78
"solution",72
"solution",81
"solution",59
"solution",80
"solution",70
"solution",61
"solution",61
"solution",188
"solution",216
"solution",96
"solution",108
"solution",455
"solution",110
"solution",106
"solution",92
"solution",63
"solution",66
"solution",60
"solution",125
"solution",121
"solution",142
"solution",174
"solution",186
"solution",106
"solution",91
"solution",81
"solution",103
"solution",70
"solution",89
"solution",78
"solution",149
"solution",72
"solution",222
"solution",72
"solution",201
"solution",83
"solution",81
"solution",108
"solution",124
"solution",106
"solution",228
"solution",93
"solution",87
"solution",65
"solution",152
"solution",190
"solution",96
"solution",111
"solution",77
"solution",65
"solution",495
"solution",72
"solution",113
"solution",70
"solution",200
"solution",68
"solution",87
"solution",115
"solution",88
"solution",249
"solution",221
"solution",113
"solution",79
"solution",93
"solution",99
"solution",81
"solution",280
"solution",83
"solution",151
"solution",100
"solution",76
"solution",201
"solution",138
"solution",98
"solution",84
"solution",270
"solution",185
"solution",108
"solution",141
"solution",125
"solution",100
"solution",260
"solution",117
"solution",168
"solution",76
"solution",288
"solution",207
"solution",219
"solution",137
"solution",254
"solution",110
"solution",149
"solution",179
"solution",331
"solution",117
"solution",81
"solution",138
"solution",171
"solution",97
"solution",68
"solution",187
"solution",88
"solution",182
"solution",220
"solution",72
"solution",70
"solution",105
"solution",60
"solution",141
"solution",61
"solution",77
"solution",69
"solution",76
"solution",107
"solution",130
"solution",164
"solution",85
"solution",98
"solution",143
"solution",75
"solution",98
"solution",169
"solution",79
"solution",90
"solution",212
"solution",90
"solution",75
"solution",86
"solution",146
"solution",61
"solution",278
"solution",70
"solution",115
"solution",83
"solution",320
"solution",173
"solution",68
"solution",93
"solution",106
"solution",74
"solution",513
"solution",237
"solution",81
"solution",156
"solution",141
"solution",164
"solution",72
"solution",65
"solution",77
"solution",190
"solution",59
"solution",73
"solution",212
"solution",195
"solution",133
"solution",209
"solution",60
"solution",456
"solution",195
"solution",115
"solution",172
"solution",105
"solution",77
"solution",60
"solution",105
"solution",98
"solution",111
"solution",82
"solution",114
"solution",122
"solution",148
"solution",222
"solution",76
"solution",91
"solution",155
"solution",89
"solution",234
"solution",538
"solution",133
"solution",76
"solution",125
"solution",89
"solution",138
"solution",298
"solution",63
"solution",129
"solution",108
"solution",170
"solution",82
"solution",173
"solution",121
"solution",199
"solution",83
"solution",107
"solution",75
"solution",81
"solution",125
"solution",134
"solution",79
"solution",122
"solution",70
"solution",88
