"uid","is_published","age","wc_description","wc_anamnesis","wc_solution","wc_outcome","ai_complete"
"exp3055","true",16,114,132,159,180,TRUE
"exp3054","true",14,101,65,183,92,TRUE
"exp3053","true",14,59,66,214,182,TRUE
"exp3052","true",11,135,96,81,87,TRUE
"exp3051","true",14,104,148,139,79,TRUE
"exp3050","true",10,173,161,190,201,TRUE
"exp3049","true",14,78,81,86,38,TRUE
"exp3048","true",7,73,98,88,12,TRUE
"exp3047","true",14,98,82,162,64,TRUE
"exp3046","true",15,124,107,162,286,TRUE
"exp3045","true",15,95,84,115,63,TRUE
"exp3044","true",17,71,69,68,36,TRUE
"exp3043","true",14,134,165,240,287,TRUE
"exp3042","true",12,62,65,63,59,TRUE
"exp3041","true",14,117,59,90,35,TRUE
"exp3040","true",16,142,115,306,168,TRUE
"exp3039","true",14,56,69,72,30,TRUE
"exp3038","true",9,77,89,86,27,TRUE
"exp3037","true",8,120,198,71,37,TRUE
"exp3036","true",12,84,58,73,30,TRUE
"exp3035","true",13,63,129,94,73,TRUE
"exp3034","true",17,138,70,91,67,TRUE
"exp3033","true",13,208,62,125,74,TRUE
"exp3031","true",13,72,88,74,24,TRUE
"exp3030","true",9,68,71,76,33,TRUE
"exp3029","true",13,104,83,125,37,TRUE
"exp3028","true",13,88,99,124,44,TRUE
"exp3027","true",13,71,73,134,79,TRUE
"exp3026","true",15,139,74,115,35,TRUE
"exp3025","true",7,73,75,71,43,TRUE
"exp3024","true",9,106,106,102,72,TRUE
"exp3023","true",14,124,67,63,53,TRUE
"exp3022","true",10,77,74,75,27,TRUE
"exp3021","true",11,197,171,108,155,TRUE
"exp3020","true",14,88,76,109,24,TRUE
"exp3019","true",6,87,100,84,85,TRUE
"exp3018","true",14,70,75,71,41,TRUE
"exp3017","true",11,94,69,121,42,TRUE
"exp3016","true",10,137,103,552,195,TRUE
"exp3015","true",16,90,86,130,49,TRUE
"exp3014","true",12,247,181,143,162,TRUE
"exp3013","true",13,101,73,90,41,TRUE
"exp3012","true",13,157,100,290,29,TRUE
"exp3011","true",12,163,145,166,112,TRUE
"exp3010","true",13,128,109,176,99,TRUE
"exp3009","true",14,95,99,323,87,TRUE
"exp3008","true",10,269,91,127,43,TRUE
"exp3007","true",13,143,201,287,93,TRUE
"exp3006","true",14,114,65,379,194,TRUE
"exp3005","true",11,211,106,480,144,TRUE
"exp3004","true",13,70,100,72,19,TRUE
"exp3003","true",13,73,71,68,18,TRUE
"exp3002","true",12,82,88,72,67,TRUE
"exp3001","true",0,59,70,66,22,TRUE
"exp3000","true",12,152,213,131,68,TRUE
"exp2999","true",11,219,373,396,106,TRUE
"exp2998","true",6,66,95,84,97,TRUE
"exp2997","true",11,89,82,66,99,TRUE
"exp2996","true",6,119,96,146,177,TRUE
"exp2995","true",15,80,71,118,48,TRUE
"exp2994","true",15,163,77,261,77,TRUE
"exp2993","true",13,228,134,169,71,TRUE
"exp2992","true",12,82,74,102,73,TRUE
"exp2991","true",14,75,63,140,119,TRUE
"exp2990","true",11,78,68,70,77,TRUE
"exp2989","true",10,190,84,218,90,TRUE
"exp2988","true",17,70,79,122,43,TRUE
"exp2987","true",12,106,117,147,102,TRUE
"exp2986","true",15,104,122,242,57,TRUE
"exp2985","true",15,110,79,260,176,TRUE
"exp2984","true",14,76,81,63,10,TRUE
"exp2983","true",10,241,140,249,97,TRUE
"exp2982","true",14,101,184,119,121,TRUE
"exp2981","true",12,96,204,390,85,TRUE
"exp2980","true",12,74,76,105,106,TRUE
"exp2979","true",12,169,85,245,50,TRUE
"exp2978","true",16,70,66,98,83,TRUE
"exp2977","true",13,73,115,135,50,TRUE
"exp2976","true",11,68,71,70,11,TRUE
"exp2975","true",13,225,71,66,85,TRUE
"exp2974","true",10,136,113,99,14,TRUE
"exp2973","true",13,116,97,152,149,TRUE
"exp2972","true",13,97,90,218,74,TRUE
"exp2971","true",7,64,62,93,52,TRUE
"exp2970","true",13,175,121,122,69,TRUE
"exp2969","true",14,84,80,83,72,TRUE
"exp2968","true",17,205,190,213,199,TRUE
"exp2967","true",9,150,123,69,90,TRUE
"exp2966","true",14,117,110,183,86,TRUE
"exp2965","true",12,59,103,60,49,TRUE
"exp2964","true",12,88,76,65,83,TRUE
"exp2963","true",12,151,101,84,110,TRUE
"exp2962","true",13,90,74,90,28,TRUE
"exp2961","true",15,73,66,67,70,TRUE
"exp2960","true",7,106,126,127,90,TRUE
"exp2959","true",7,211,65,187,40,TRUE
"exp2958","true",19,84,82,86,19,TRUE
"exp2957","true",14,229,84,90,91,TRUE
"exp2956","true",15,289,364,230,51,TRUE
"exp2955","true",17,80,69,102,141,TRUE
"exp2954","true",12,62,80,239,159,TRUE
"exp2953","true",15,59,143,154,67,TRUE
"exp2952","true",7,75,60,126,206,TRUE
"exp2951","true",12,79,104,184,128,TRUE
"exp2950","true",7,248,273,386,167,TRUE
"exp2949","true",9,168,146,152,83,TRUE
"exp2948","true",9,103,69,190,41,TRUE
"exp2947","true",12,116,69,178,124,TRUE
"exp2946","true",14,190,59,99,44,TRUE
"exp2945","true",12,229,154,456,428,TRUE
"exp2944","true",8,104,87,95,100,TRUE
"exp2943","true",15,93,67,131,39,TRUE
"exp2942","true",10,69,69,78,21,TRUE
"exp2941","true",16,387,100,72,18,TRUE
"exp2940","true",13,71,69,81,33,TRUE
"exp2939","true",19,72,84,59,29,TRUE
"exp2938","true",18,82,72,80,46,TRUE
"exp2937","true",14,70,71,70,66,TRUE
"exp2936","true",8,64,71,61,24,TRUE
"exp2935","true",14,115,102,61,31,TRUE
"exp2934","true",10,95,80,188,84,TRUE
"exp2933","true",12,171,36,216,30,TRUE
"exp2932","true",15,156,133,96,109,TRUE
"exp2931","true",11,71,66,108,44,TRUE
"exp2930","true",10,299,229,455,242,TRUE
"exp2929","true",12,74,70,110,92,TRUE
"exp2928","true",15,108,71,106,33,TRUE
"exp2927","true",14,103,85,92,90,TRUE
"exp2926","true",13,84,64,63,40,TRUE
"exp2925","true",13,74,74,66,30,TRUE
"exp2924","true",8,129,127,60,67,TRUE
"exp2923","true",13,134,145,125,116,TRUE
"exp2922","true",12,114,161,121,58,TRUE
"exp2921","true",11,96,96,142,56,TRUE
"exp2920","true",9,207,133,174,176,TRUE
"exp2919","true",13,229,101,186,216,TRUE
"exp2918","true",8,109,69,106,109,TRUE
"exp2917","true",15,155,73,91,45,TRUE
"exp2916","true",17,114,69,81,72,TRUE
"exp2915","true",15,142,126,103,34,TRUE
"exp2914","true",16,204,84,70,107,TRUE
"exp2913","true",15,94,86,89,67,TRUE
"exp2912","true",13,142,72,78,52,TRUE
"exp2911","true",12,116,62,149,77,TRUE
"exp2910","true",12,481,203,72,198,TRUE
"exp2909","true",16,165,190,222,184,TRUE
"exp2908","true",13,66,69,72,23,TRUE
"exp2907","true",16,66,67,201,64,TRUE
"exp2906","true",14,60,95,83,26,TRUE
"exp2905","true",17,79,61,81,37,TRUE
"exp2904","true",11,58,66,108,32,TRUE
"exp2903","true",11,225,86,124,72,TRUE
"exp2902","true",17,214,69,106,29,TRUE
"exp2901","true",11,168,109,228,223,TRUE
"exp2900","true",13,65,71,93,17,TRUE
"exp2899","true",13,73,64,87,30,TRUE
"exp2898","true",7,79,66,65,19,TRUE
"exp2897","true",9,333,119,152,81,TRUE
"exp2896","true",13,183,152,190,169,TRUE
"exp2895","true",6,143,63,96,87,TRUE
"exp2894","true",14,97,70,111,36,TRUE
"exp2893","true",12,72,76,77,59,TRUE
"exp2892","true",11,79,85,65,146,TRUE
"exp2891","true",12,233,134,495,136,TRUE
"exp2890","true",13,174,117,72,86,TRUE
"exp2889","true",12,102,76,113,168,TRUE
"exp2888","true",17,98,72,70,50,TRUE
"exp2887","true",7,85,107,200,54,TRUE
"exp2886","true",13,69,71,68,16,TRUE
"exp2885","true",15,359,265,87,410,TRUE
"exp2884","true",7,65,207,115,101,TRUE
"exp2883","true",8,78,66,88,72,TRUE
"exp2882","true",15,201,54,249,90,TRUE
"exp2881","true",16,80,146,221,126,TRUE
"exp2880","true",15,77,83,113,85,TRUE
"exp2879","true",15,63,52,79,65,TRUE
"exp2878","true",15,100,105,93,64,TRUE
"exp2877","true",6,117,91,99,104,TRUE
"exp2876","true",12,74,83,81,22,TRUE
"exp2875","true",12,161,152,280,82,TRUE
"exp2874","true",8,69,72,83,60,TRUE
"exp2873","true",13,75,82,151,40,TRUE
"exp2872","true",14,77,72,100,61,TRUE
"exp2871","true",14,120,94,76,59,TRUE
"exp2870","true",19,335,122,201,136,TRUE
"exp2869","true",8,165,216,138,132,TRUE
"exp2868","true",14,131,180,98,6,TRUE
"exp2867","true",12,102,64,84,56,TRUE
"exp2866","true",15,146,80,270,166,TRUE
"exp2865","true",13,145,74,185,14,TRUE
"exp2864","true",14,63,82,108,102,TRUE
"exp2863","true",12,100,102,141,159,TRUE
"exp2862","true",14,80,82,125,54,TRUE
"exp2861","true",17,146,30,100,159,TRUE
"exp2860","true",15,137,121,260,166,TRUE
"exp2859","true",12,102,58,117,67,TRUE
"exp2858","true",7,151,68,168,99,TRUE
"exp2857","true",12,58,58,76,23,TRUE
"exp2856","true",16,134,160,288,302,TRUE
"exp2855","true",15,142,143,207,136,TRUE
"exp2854","true",17,160,133,219,107,TRUE
"exp2853","true",8,95,81,137,104,TRUE
"exp2852","true",12,84,112,254,60,TRUE
"exp2851","true",13,335,210,110,12,TRUE
"exp2850","true",14,572,129,149,58,TRUE
"exp2849","true",13,202,120,179,171,TRUE
"exp2848","true",7,307,133,331,77,TRUE
"exp2847","true",9,97,80,117,96,TRUE
"exp2846","true",11,95,81,81,36,TRUE
"exp2845","true",9,287,117,138,75,TRUE
"exp2844","true",13,109,104,171,118,TRUE
"exp2843","true",14,103,89,97,114,TRUE
"exp2842","true",9,81,83,68,37,TRUE
"exp2841","true",14,120,108,187,85,TRUE
"exp2840","true",16,205,69,88,88,TRUE
"exp2839","true",14,78,78,182,228,TRUE
"exp2838","true",12,247,87,220,229,TRUE
"exp2837","true",15,76,127,72,29,TRUE
"exp2836","true",8,106,77,70,86,TRUE
"exp2835","true",12,69,58,105,57,TRUE
"exp2834","true",15,94,135,60,74,TRUE
"exp2833","true",14,127,63,141,84,TRUE
"exp2832","true",13,80,37,61,57,TRUE
"exp2831","true",10,94,76,77,89,TRUE
"exp2830","true",9,85,78,69,85,TRUE
"exp2829","true",10,63,62,76,14,TRUE
"exp2828","true",18,126,91,107,67,TRUE
"exp2827","true",12,118,84,130,95,TRUE
"exp2825","true",10,66,90,164,58,TRUE
"exp2824","true",13,80,89,85,72,TRUE
"exp2823","true",8,139,116,98,181,TRUE
"exp2822","true",13,178,178,143,81,TRUE
"exp2821","true",15,70,92,75,39,TRUE
"exp2820","true",14,105,64,98,98,TRUE
"exp2818","true",13,147,164,169,88,TRUE
"exp2817","true",15,58,69,79,51,TRUE
"exp2816","true",8,93,72,90,74,TRUE
"exp2815","true",15,109,137,212,95,TRUE
"exp2814","true",8,82,94,90,116,TRUE
"exp2813","true",10,232,163,75,131,TRUE
"exp2812","true",8,577,62,NA,NA,TRUE
"exp2811","true",14,69,74,86,42,TRUE
"exp2810","true",17,83,81,146,195,TRUE
"exp2809","true",18,170,118,61,84,TRUE
"exp2808","true",14,302,68,278,263,TRUE
"exp2807","true",7,87,68,70,36,TRUE
"exp2806","true",6,88,64,115,18,TRUE
"exp2805","true",9,118,68,83,39,TRUE
"exp2804","true",7,215,79,320,84,TRUE
"exp2803","true",12,240,184,173,189,TRUE
"exp2802","true",10,71,98,68,57,TRUE
"exp2801","true",12,118,103,93,99,TRUE
"exp2800","true",17,86,87,106,84,TRUE
"exp2799","true",15,76,60,74,56,TRUE
"exp2798","true",15,200,147,513,212,TRUE
"exp2797","true",11,238,213,237,180,TRUE
"exp2796","true",17,83,59,81,71,TRUE
"exp2795","true",14,140,81,156,74,TRUE
"exp2794","true",11,122,128,141,33,TRUE
"exp2793","true",14,124,93,164,181,TRUE
"exp2792","true",12,146,73,72,77,TRUE
"exp2791","true",15,86,87,65,43,TRUE
"exp2790","true",14,95,79,77,65,TRUE
"exp2789","true",7,131,72,190,105,TRUE
"exp2788","true",12,66,63,59,91,TRUE
"exp2787","true",15,71,58,73,69,TRUE
"exp2786","true",17,138,69,212,32,TRUE
"exp2785","true",15,70,122,195,94,TRUE
"exp2784","true",6,109,89,133,54,TRUE
"exp2783","true",13,122,70,209,25,TRUE
"exp2782","true",17,74,114,60,46,TRUE
"exp2781","true",14,146,172,456,124,TRUE
"exp2780","true",18,420,70,195,75,TRUE
"exp2779","true",15,98,87,115,37,TRUE
"exp2778","true",12,132,64,172,101,TRUE
"exp2777","true",15,60,64,105,35,TRUE
"exp2776","true",16,136,68,77,53,TRUE
"exp2775","true",13,85,71,60,37,TRUE
"exp2774","true",7,96,65,105,68,TRUE
"exp2773","true",14,85,107,98,109,TRUE
"exp2772","true",16,99,71,111,95,TRUE
"exp2771","true",15,82,62,82,39,TRUE
"exp2770","true",13,128,104,114,75,TRUE
"exp2769","true",14,102,73,122,57,TRUE
"exp2768","true",18,204,125,148,241,TRUE
"exp2767","true",14,143,77,222,101,TRUE
"exp2766","true",12,88,72,76,24,TRUE
"exp2765","true",14,100,77,91,5,TRUE
"exp2764","true",18,236,85,155,52,TRUE
"exp2763","true",10,79,79,89,26,TRUE
"exp2762","true",11,263,252,234,223,TRUE
"exp2761","true",15,236,304,538,424,TRUE
"exp2760","true",12,72,92,133,44,TRUE
"exp2759","true",11,77,70,76,33,TRUE
"exp2758","true",15,78,70,125,70,TRUE
"exp2757","true",14,119,119,89,89,TRUE
"exp2756","true",14,134,92,138,48,TRUE
"exp2755","true",16,210,104,298,133,TRUE
"exp2754","true",0,109,23,63,39,TRUE
"exp2753","true",14,84,68,129,76,TRUE
"exp2752","true",11,62,81,108,14,TRUE
"exp2751","true",9,98,117,170,49,TRUE
"exp2750","true",15,63,78,82,507,TRUE
"exp2749","true",12,142,71,173,20,TRUE
"exp2748","true",13,118,102,121,95,TRUE
"exp2747","true",13,105,102,199,101,TRUE
"exp2746","true",14,108,67,83,58,TRUE
"exp2745","true",11,89,73,107,138,TRUE
"exp2744","true",9,75,69,75,34,TRUE
"exp2743","true",13,87,96,81,35,TRUE
"exp2742","true",8,129,110,125,91,TRUE
"exp2741","true",8,71,77,134,46,TRUE
"exp2740","true",17,94,111,79,149,TRUE
"exp2739","true",16,160,66,122,52,TRUE
"exp2738","true",9,71,61,70,19,TRUE
"exp2737","true",11,207,217,88,33,TRUE
"exp2736","true",17,289,69,113,69,TRUE
"exp2735","true",12,184,158,152,137,TRUE
"exp2734","true",13,128,90,72,65,TRUE
"exp2733","true",12,63,75,106,84,TRUE
"exp2732","true",15,92,96,135,80,TRUE
"exp2731","true",10,104,86,277,54,TRUE
"exp2730","true",10,79,101,289,63,TRUE
"exp2729","true",14,72,83,73,626,TRUE
"exp2728","true",15,289,123,111,238,TRUE
"exp2727","true",11,336,70,222,23,TRUE
"exp2726","true",11,62,70,89,45,TRUE
"exp2725","true",13,252,100,102,41,TRUE
"exp2724","true",6,79,56,96,35,TRUE
"exp2723","true",16,65,76,116,15,TRUE
"exp2722","true",11,112,75,81,130,TRUE
"exp2721","true",15,177,150,118,120,TRUE
"exp2720","true",14,84,105,93,34,TRUE
"exp2719","true",19,107,110,100,51,TRUE
"exp2718","true",15,142,85,96,88,TRUE
"exp2717","true",15,107,61,141,64,TRUE
"exp2716","true",13,76,71,104,75,TRUE
"exp2715","true",10,131,87,185,139,TRUE
"exp2714","true",12,75,156,103,186,TRUE
"exp2713","true",11,118,64,296,89,TRUE
"exp2712","true",8,127,77,101,50,TRUE
"exp2711","true",12,73,79,99,58,TRUE
"exp2710","true",13,94,64,140,36,TRUE
"exp2709","true",7,111,287,147,94,TRUE
"exp2708","true",12,77,77,76,63,TRUE
"exp2707","true",14,63,70,79,27,TRUE
"exp2706","true",9,116,75,68,31,TRUE
"exp2705","true",11,132,70,178,67,TRUE
"exp2704","true",13,85,77,66,81,TRUE
"exp2703","true",12,88,67,61,65,TRUE
"exp2702","true",14,143,185,115,108,TRUE
"exp2701","true",14,101,92,134,123,TRUE
"exp2700","true",14,313,220,303,382,TRUE
"exp2699","true",6,74,70,80,117,TRUE
"exp2698","true",13,92,98,193,66,TRUE
"exp2697","true",12,112,82,126,82,TRUE
"exp2696","true",12,117,69,104,51,TRUE
"exp2695","true",10,76,73,83,15,TRUE
"exp2694","true",10,150,69,216,12,TRUE
"exp2693","true",8,129,68,178,69,TRUE
"exp2692","true",14,122,89,172,270,TRUE
"exp2691","true",14,113,90,87,40,TRUE
"exp2690","true",14,63,74,126,69,TRUE
"exp2689","true",14,126,99,83,78,TRUE
"exp2688","true",11,72,72,73,15,TRUE
"exp2687","true",13,146,152,91,109,TRUE
"exp2686","true",13,84,68,116,62,TRUE
"exp2685","true",12,77,77,87,98,TRUE
"exp2684","true",15,70,93,64,41,TRUE
"exp2683","true",11,114,93,61,43,TRUE
"exp2682","true",15,68,113,103,42,TRUE
"exp2681","true",14,74,94,91,77,TRUE
"exp2680","true",12,69,72,83,23,TRUE
"exp2679","true",17,117,103,82,158,TRUE
"exp2678","true",12,145,120,169,100,TRUE
"exp2677","true",11,77,68,58,43,TRUE
"exp2676","true",15,80,193,178,51,TRUE
"exp2675","true",12,82,75,67,49,TRUE
"exp2674","true",15,63,73,98,27,TRUE
"exp2673","true",10,177,168,199,203,TRUE
"exp2672","true",7,90,108,232,56,TRUE
"exp2671","true",17,96,72,94,39,TRUE
"exp2670","true",12,104,72,123,34,TRUE
"exp2669","true",14,61,75,115,25,TRUE
"exp2668","true",10,85,90,79,50,TRUE
"exp2667","true",9,100,188,175,279,TRUE
"exp2666","true",13,70,75,96,110,TRUE
"exp2665","true",9,192,83,105,87,TRUE
"exp2664","true",11,178,66,129,23,TRUE
"exp2663","true",18,103,76,109,86,TRUE
"exp2662","true",13,98,84,114,76,TRUE
"exp2661","true",15,376,100,161,103,TRUE
"exp2659","true",13,115,75,69,31,TRUE
"exp2658","true",11,116,103,219,296,TRUE
"exp2657","true",12,68,90,161,115,TRUE
"exp2656","true",8,78,74,71,23,TRUE
"exp2655","true",6,86,71,106,29,TRUE
"exp2654","true",8,95,87,212,123,TRUE
"exp2653","true",14,82,69,72,33,TRUE
"exp2652","true",18,70,63,74,39,TRUE
"exp2651","true",0,82,68,176,45,TRUE
"exp2650","true",9,135,97,183,78,TRUE
"exp2649","true",10,22,238,NA,NA,TRUE
"exp2648","true",10,74,82,127,50,TRUE
"exp2647","true",13,97,67,74,60,TRUE
"exp2646","true",14,76,92,205,71,TRUE
"exp2645","true",9,122,63,131,226,TRUE
"exp2644","true",10,70,131,165,184,TRUE
"exp2643","true",14,69,73,76,34,TRUE
"exp2642","true",16,75,73,250,59,TRUE
"exp2641","true",14,98,74,102,34,TRUE
"exp2640","true",13,130,70,119,94,TRUE
"exp2639","true",12,91,80,65,115,TRUE
"exp2637","true",7,151,74,76,108,TRUE
"exp2636","true",10,117,70,144,67,TRUE
"exp2635","true",16,251,109,134,153,TRUE
"exp2634","true",9,86,104,93,37,TRUE
"exp2633","true",15,94,68,108,92,TRUE
"exp2632","true",10,73,130,172,154,TRUE
"exp2631","true",12,105,81,86,45,TRUE
"exp2630","true",11,78,69,117,89,TRUE
"exp2629","true",18,75,67,91,73,TRUE
"exp2628","true",17,66,60,77,4,TRUE
"exp2627","true",15,69,63,64,72,TRUE
"exp2626","true",14,85,85,123,11,TRUE
"exp2625","true",15,77,84,114,NA,TRUE
"exp2624","true",7,69,80,119,124,TRUE
"exp2623","true",0,111,108,173,116,TRUE
"exp2622","true",14,85,75,77,43,TRUE
"exp2621","true",9,68,88,91,175,TRUE
"exp2620","true",13,72,69,68,44,TRUE
"exp2619","true",12,113,131,151,93,TRUE
"exp2618","true",13,137,94,133,127,TRUE
"exp2617","true",15,60,117,85,41,TRUE
"exp2616","true",12,64,70,88,90,TRUE
"exp2615","true",6,57,78,119,NA,TRUE
"exp2614","true",14,75,91,92,198,TRUE
"exp2613","true",15,110,176,184,119,TRUE
"exp2612","true",15,129,105,178,191,TRUE
"exp2611","true",7,132,103,151,130,TRUE
"exp2610","true",15,109,94,218,99,TRUE
"exp2609","true",9,91,93,140,79,TRUE
"exp2608","true",11,96,74,265,NA,TRUE
"exp2607","true",13,103,168,99,55,TRUE
"exp2606","true",12,223,136,72,689,TRUE
"exp2605","true",14,69,69,108,85,TRUE
"exp2604","true",9,61,77,90,37,TRUE
"exp2603","true",11,69,61,112,37,TRUE
"exp2602","true",0,67,92,83,68,TRUE
"exp2601","true",7,64,70,86,39,TRUE
"exp2600","true",8,74,136,174,222,TRUE
"exp2599","true",16,226,120,233,125,TRUE
"exp2598","true",10,109,73,70,72,TRUE
"exp2597","true",10,74,97,71,85,TRUE
"exp2596","true",7,220,73,109,133,TRUE
"exp2595","true",14,75,78,82,100,TRUE
"exp2594","true",9,79,82,122,100,TRUE
"exp2593","true",9,120,135,114,94,TRUE
"exp2592","true",7,251,98,124,65,TRUE
"exp2590","true",17,180,66,133,96,TRUE
"exp2589","true",13,117,128,172,143,TRUE
"exp2588","true",14,115,66,67,47,TRUE
"exp2587","true",11,68,84,109,50,TRUE
"exp2586","true",13,140,119,67,41,TRUE
"exp2585","true",7,95,71,111,26,TRUE
"exp2584","true",11,158,97,108,19,TRUE
"exp2583","true",7,76,72,75,22,TRUE
"exp2582","true",16,106,72,140,63,TRUE
"exp2581","true",15,140,177,130,127,TRUE
"exp2580","true",15,90,74,90,36,TRUE
"exp2579","true",9,62,72,121,55,TRUE
"exp2578","true",9,61,71,123,47,TRUE
"exp2577","true",15,129,116,197,135,TRUE
"exp2576","true",9,76,70,102,83,TRUE
"exp2575","true",11,84,74,116,56,TRUE
"exp2574","true",9,147,143,175,131,TRUE
"exp2573","true",10,66,67,73,39,TRUE
"exp2572","true",13,196,277,155,106,TRUE
"exp2571","true",9,63,75,110,59,TRUE
"exp2570","true",13,113,85,127,98,TRUE
"exp2569","true",11,79,77,162,85,TRUE
"exp2568","true",12,87,95,146,211,TRUE
"exp2567","true",13,154,121,134,137,TRUE
"exp2566","true",9,128,117,154,245,TRUE
"exp2565","true",12,205,84,127,136,TRUE
"exp2564","true",14,83,141,112,182,TRUE
"exp2563","true",11,149,79,163,72,TRUE
"exp2562","true",13,154,71,194,85,TRUE
"exp2561","true",11,84,67,63,154,TRUE
"exp2560","true",14,347,72,132,609,TRUE
"exp2559","true",13,78,80,99,93,TRUE
"exp2558","true",7,71,66,71,18,TRUE
"exp2557","true",13,80,65,95,70,TRUE
"exp2556","true",14,148,118,135,82,TRUE
"exp2555","true",17,134,129,209,133,TRUE
"exp2554","true",16,146,114,170,114,TRUE
"exp2553","true",14,93,65,130,82,TRUE
"exp2552","true",7,115,68,144,47,TRUE
"exp2551","true",15,104,117,144,106,TRUE
"exp2550","true",15,72,74,180,24,TRUE
"exp2549","true",11,89,91,143,80,TRUE
"exp2548","true",12,63,64,82,41,TRUE
"exp2547","true",16,65,67,80,19,TRUE
"exp2546","true",16,80,73,65,123,TRUE
"exp2545","true",15,69,123,86,70,TRUE
"exp2544","true",15,178,59,94,169,TRUE
"exp2543","true",17,67,109,70,519,TRUE
"exp2542","true",8,124,87,167,129,TRUE
"exp2541","true",15,155,32,75,7,TRUE
"exp2540","true",18,75,61,72,60,TRUE
"exp2539","true",18,72,86,105,76,TRUE
"exp2538","true",14,74,70,108,57,TRUE
"exp2537","true",11,102,97,212,106,TRUE
"exp2536","true",16,66,71,69,19,TRUE
"exp2535","true",6,120,117,203,119,TRUE
"exp2534","true",14,163,54,227,128,TRUE
"exp2533","true",12,63,80,87,59,TRUE
"exp2532","true",17,209,206,211,549,TRUE
"exp2531","true",15,77,58,66,17,TRUE
"exp2530","true",14,179,190,NA,NA,TRUE
"exp2529","true",7,72,76,40,33,TRUE
"exp2528","true",7,70,84,39,19,TRUE
"exp2524","true",17,234,125,NA,NA,TRUE
"exp2523","true",16,94,78,102,53,TRUE
"exp2522","true",17,115,83,141,60,TRUE
"exp2519","true",10,84,62,NA,NA,TRUE
"exp2513","true",11,162,97,193,111,TRUE
"exp2512","true",8,81,87,56,42,TRUE
"exp2511","true",8,86,32,NA,NA,TRUE
"exp2510","true",10,111,31,73,39,TRUE
"exp2501","true",15,77,30,40,33,TRUE
"exp2500","true",16,105,38,76,20,TRUE
"exp2495","true",10,105,159,NA,NA,TRUE
"exp2493","true",14,59,71,30,33,TRUE
"exp2492","true",13,69,72,53,66,TRUE
"exp2491","true",6,141,132,NA,NA,TRUE
"exp2488","true",5,112,109,NA,NA,TRUE
"exp2476","true",8,109,65,NA,NA,TRUE
"exp2475","true",8,95,61,25,37,TRUE
"exp2472","true",14,101,30,NA,NA,TRUE
"exp2471","true",13,92,31,NA,NA,TRUE
"exp2465","true",9,66,54,54,39,TRUE
"exp2464","true",8,81,65,35,66,TRUE
"exp2463","true",8,134,73,90,62,TRUE
"exp2462","true",13,82,88,82,49,TRUE
"exp2457","true",5,NA,NA,NA,NA,TRUE
"exp2450","true",12,296,15,NA,NA,TRUE
"exp2449","true",9,209,196,NA,NA,TRUE
"exp2448","true",9,103,75,NA,NA,TRUE
"exp2435","true",6,113,25,52,11,TRUE
"exp2432","true",14,133,110,NA,NA,TRUE
"exp2431","true",10,326,314,NA,NA,TRUE
"exp2426","true",5,200,17,NA,NA,TRUE
"exp2421","true",13,90,30,NA,NA,TRUE
"exp2420","true",13,291,33,133,174,TRUE
"exp2380","true",8,149,109,NA,NA,TRUE
"exp2378","true",9,178,58,69,37,TRUE
"exp2375","true",7,177,24,NA,NA,TRUE
"exp2360","true",10,115,27,NA,NA,TRUE
"exp2347","true",9,130,44,13,3,TRUE
"exp2306","true",10,94,58,NA,NA,TRUE
"exp2296","true",14,119,91,179,60,TRUE
"exp1523","true",17,100,37,98,44,TRUE
"exp1525","true",11,49,78,76,29,TRUE
"exp1526","true",15,85,31,60,43,TRUE
"exp1528","true",14,195,64,19,28,TRUE
"exp1529","true",7,70,66,61,32,TRUE
"exp1530","true",13,66,102,62,28,TRUE
"exp1531","true",10,84,67,47,50,TRUE
"exp1532","true",16,60,80,89,60,TRUE
"exp1536","true",9,79,69,33,34,TRUE
"exp1537","true",12,67,79,37,63,TRUE
"exp1541","true",9,189,66,113,63,TRUE
"exp1544","true",15,75,133,51,21,TRUE
"exp1547","true",13,90,36,60,29,TRUE
"exp1549","true",18,41,66,145,61,TRUE
"exp1554","true",15,109,39,121,69,TRUE
"exp1555","true",9,73,62,64,61,TRUE
"exp1556","true",14,37,68,38,28,TRUE
"exp1557","true",16,60,90,59,63,TRUE
"exp1559","true",13,69,52,56,49,TRUE
"exp1561","true",12,83,39,106,57,TRUE
"exp1562","true",10,147,47,96,87,TRUE
"exp1565","true",14,97,90,108,50,TRUE
"exp1567","true",17,110,54,92,58,TRUE
"exp1568","true",11,77,92,50,70,TRUE
"exp1569","true",14,52,67,48,40,TRUE
"exp1570","true",12,66,112,41,59,TRUE
"exp1571","true",11,225,185,181,126,TRUE
"exp1572","true",16,181,29,113,49,TRUE
"exp1573","true",14,81,60,49,46,TRUE
"exp1574","true",15,79,50,78,67,TRUE
"exp1576","true",7,72,94,48,39,TRUE
"exp1577","true",11,51,92,43,7,TRUE
"exp1583","true",16,103,56,36,40,TRUE
"exp1586","true",12,81,56,55,44,TRUE
"exp1588","true",17,59,56,49,29,TRUE
"exp1589","true",14,62,82,44,52,TRUE
"exp1591","true",11,44,59,68,26,TRUE
"exp1593","true",13,60,61,83,55,TRUE
"exp1594","true",14,88,103,84,38,TRUE
"exp1595","true",8,86,44,55,41,TRUE
"exp1596","true",14,75,92,168,29,TRUE
"exp1598","true",12,160,59,94,47,TRUE
