case_uid,model,varianta,mnozina,predikce,otisk_nasazeni,dopad_A12,dopad_A2,datum
exp2763,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,DU,2026-09-09
exp2762,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,KU,DU,2026-09-09
exp2761,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2760,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2759,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2758,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2756,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2755,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2754,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2753,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2752,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,KU,2026-09-09
exp2751,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,KU,DU,2026-09-09
exp2750,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2749,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2748,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2747,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,NEU,KU,2026-09-09
exp2746,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2745,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2744,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,KU,DU,2026-09-09
exp2743,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2742,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,DU,2026-09-09
exp2741,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2740,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2739,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2738,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2737,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2736,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,KU,NEU,2026-09-09
exp2735,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,DU,2026-09-09
exp2734,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,KU,2026-09-09
exp2733,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2732,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2731,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2730,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2729,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2728,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2727,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,KU,2026-09-09
exp2726,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,DU,2026-09-09
exp2725,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,DU,2026-09-09
exp2724,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,DU,2026-09-09
exp2723,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2722,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,DU,2026-09-09
exp2721,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,KU,2026-09-09
exp2720,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2719,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,NEU,2026-09-09
exp2718,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,KU,KU,2026-09-09
exp2717,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,NEU,2026-09-09
exp2716,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2715,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2714,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2713,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2712,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,NEU,2026-09-09
exp2711,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2710,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2709,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,DU,2026-09-09
exp2708,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2707,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2706,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,NEU,2026-09-09
exp2705,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,NEU,2026-09-09
exp2704,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2703,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2702,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2701,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,KU,DU,2026-09-09
exp2700,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2699,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2698,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2697,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2696,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2695,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,KU,KU,2026-09-09
exp2694,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,KU,2026-09-09
exp2693,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2692,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,KU,KU,2026-09-09
exp2691,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2690,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2689,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,KU,KU,2026-09-09
exp2688,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2687,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,KU,NEU,2026-09-09
exp2686,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2684,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2683,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2682,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2681,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2680,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2679,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2678,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2677,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2676,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,KU,KU,2026-09-09
exp2675,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,DU,2026-09-09
exp2674,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2673,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,DU,2026-09-09
exp2672,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2671,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2670,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2669,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,KU,KU,2026-09-09
exp2668,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2667,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2666,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2665,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2664,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2663,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,NEU,2026-09-09
exp2662,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,DU,2026-09-09
exp2661,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2659,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2658,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,KU,2026-09-09
exp2657,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,KU,KU,2026-09-09
exp2656,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,KU,KU,2026-09-09
exp2655,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,KU,DU,2026-09-09
exp2654,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2653,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2652,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,DU,2026-09-09
exp2651,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2650,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,DU,2026-09-09
exp2648,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2647,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,KU,2026-09-09
exp2646,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2645,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2644,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2643,glm-5.3,few_shot,eval,,f98256a1719daf8a,KU,DU,2026-09-09
exp2642,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,KU,DU,2026-09-09
exp2641,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2640,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,KU,2026-09-09
exp2639,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,NEU,KU,2026-09-09
exp2637,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2636,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,KU,2026-09-09
exp2635,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2634,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2633,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,KU,KU,2026-09-09
exp2632,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2631,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2630,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2629,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2628,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2627,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2626,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2625,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2624,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2623,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2622,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2621,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2620,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2619,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2618,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2616,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2615,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2614,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,KU,KU,2026-09-09
exp2613,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2612,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2611,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2610,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2609,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,KU,2026-09-09
exp2608,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2607,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,KU,2026-09-09
exp2606,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,KU,KU,2026-09-09
exp2605,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2604,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2603,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,NEU,KU,2026-09-09
exp2602,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2601,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,KU,NEU,2026-09-09
exp2600,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2599,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2598,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2597,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,DU,2026-09-09
exp2596,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2595,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,NEU,KU,2026-09-09
exp2594,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2593,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2592,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2590,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2589,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2588,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,DU,2026-09-09
exp2587,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2586,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2585,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,KU,2026-09-09
exp2584,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2583,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2582,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2581,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2579,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,NEU,2026-09-09
exp2578,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2577,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2576,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,KU,2026-09-09
exp2575,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2574,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2573,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2572,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,NEU,KU,2026-09-09
exp2571,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,KU,NEU,2026-09-09
exp2570,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2569,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2568,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,DU,KU,2026-09-09
exp2567,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2566,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2565,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,DU,2026-09-09
exp2564,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,KU,KU,2026-09-09
exp2563,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2562,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2561,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2560,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2559,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2558,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2557,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2556,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2555,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2554,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2553,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,DU,2026-09-09
exp2552,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2551,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2550,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,DU,DU,2026-09-09
exp2549,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,DU,2026-09-09
exp2548,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2547,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2546,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,NEU,2026-09-09
exp2545,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2544,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,KU,KU,2026-09-09
exp2543,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2542,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2541,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2540,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2539,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2538,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,KU,KU,2026-09-09
exp2537,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2535,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2534,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,DU,2026-09-09
exp2533,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2532,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,DU,DU,2026-09-09
exp2531,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2528,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2523,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2522,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2513,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2512,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,KU,2026-09-09
exp2510,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2501,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2500,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2493,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2492,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2491,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2488,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,KU,2026-09-09
exp2475,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2465,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2464,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,KU,2026-09-09
exp2463,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2435,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,KU,KU,2026-09-09
exp2432,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2378,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,NEU,KU,2026-09-09
exp2347,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2296,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,KU,KU,2026-09-09
exp1523,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp1525,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp1526,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp1528,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp1529,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp1530,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,DU,2026-09-09
exp1531,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp1532,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp1536,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,KU,KU,2026-09-09
exp1537,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp1541,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp1544,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp1547,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,KU,2026-09-09
exp1549,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp1554,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp1555,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp1556,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp1557,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp1559,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp1561,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,DU,DU,2026-09-09
exp1562,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp1565,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp1567,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp1568,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp1569,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,NEU,KU,2026-09-09
exp1570,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp1571,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,KU,DU,2026-09-09
exp1572,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp1573,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,KU,KU,2026-09-09
exp1574,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,DU,2026-09-09
exp1576,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp1577,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,KU,2026-09-09
exp1583,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,KU,NEU,2026-09-09
exp1586,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp1588,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp1589,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp1591,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp1593,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp1594,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp1595,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp1596,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,NEU,KU,2026-09-09
exp1598,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,KU,KU,2026-09-09
exp1601,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp1602,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp1605,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp1606,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp1607,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp1608,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
